DrawNo,DrawDate,1stPrizeNo,2ndPrizeNo,3rdPrizeNo,SpecialNo1,SpecialNo2,SpecialNo3,SpecialNo4,SpecialNo5,SpecialNo6,SpecialNo7,SpecialNo8,SpecialNo9,SpecialNo10,ConsolationNo1,ConsolationNo2,ConsolationNo3,ConsolationNo4,ConsolationNo5,ConsolationNo6,ConsolationNo7,ConsolationNo8,ConsolationNo9,ConsolationNo10
125997,19971012,8992,7224,1534,2174,5067,4834,4466,4489,0299,5277,1509,7983,2275,5286,7178,8375,5093,7741,3250,3729,7095,4853,5067
126097,19971015,2501,3862,5771,1853,8930,3006,9575,4403,8705,2934,9021,3273,6614,3499,6048,2198,6958,9995,0463,7503,5471,1407,9603
126197,19971018,9773,3788,4510,0334,1623,0559,5533,7815,0412,5263,8338,4041,5080,5751,5036,2330,7148,9780,4254,2763,6129,5394,7649
126297,19971019,7299,5827,5606,7675,1375,1788,0908,2852,9791,8010,5165,4036,1495,2649,2996,7649,1284,2481,7864,8657,7753,1271,3695
126397,19971022,5094,9727,0927,5236,9558,1931,6763,2721,2068,9951,8820,2727,4384,1006,5378,5679,8689,2152,0291,7605,5131,6550,0688
126497,19971025,8059,1848,3653,4923,3811,3731,3566,2737,9638,0017,7862,9710,1346,5128,3391,2512,4734,1707,6344,7277,2175,6644,2791
126597,19971026,4156,7742,7387,6525,6914,7532,3826,9756,4869,6714,4587,5590,1375,6258,9965,0130,1397,2852,6065,6057,1256,6110,3221
126697,19971029,7377,4317,0789,1307,7342,0541,6258,0393,9076,1645,9988,3035,9980,1252,0797,2575,5075,1327,0834,5168,3302,7837,2753
126797,19971101,6937,7854,2670,7621,5301,0052,2981,5710,4450,0384,7663,9181,6721,7564,8593,2064,6772,1717,8667,2269,0838,5379,1569
126897,19971102,7630,6567,5950,0497,7954,1303,9767,4744,2336,3427,3863,6640,9541,7508,7060,3541,4208,4856,1740,4897,6052,9372,6882
126997,19971105,8062,7510,8247,8403,0007,8850,4302,6029,8517,1813,3186,2386,0129,1020,9273,7703,4176,6988,9088,8570,2481,1055,3693
127097,19971108,9845,6485,4061,0194,9989,0953,9621,6992,0110,0434,8900,9071,2256,1961,9142,6988,8195,7061,9920,5006,4334,3810,8088
127197,19971109,3841,8823,6814,7083,5689,7557,5300,1572,5306,0382,0191,7946,6359,9743,4204,0940,6941,5456,0773,6855,4888,3764,1653
127297,19971112,3887,6586,1263,7730,1228,9701,3662,6663,6020,7238,3890,1775,9056,8874,8876,2019,7644,5238,8978,8692,4178,1574,2856
127397,19971115,7316,1297,7842,4830,9684,6307,1953,2899,5427,5771,1520,0222,0151,2494,1715,9475,3463,6359,6834,8874,1037,0492,4108
127497,19971116,2802,5333,7815,3751,6216,5393,6617,0796,8821,9567,2294,1400,1496,9198,2494,4199,3526,0361,1283,0515,6492,3703,2766
127597,19971119,1268,1009,4391,2698,7013,3855,0128,8867,8860,0323,6968,8055,6413,8461,9201,6889,8979,7074,0245,8548,9049,4605,9115
127697,19971122,9061,9699,1850,2114,1177,9622,7714,6595,6407,6040,7825,9457,0647,7755,6392,9435,7957,5371,9836,7995,5525,9111,2550
127797,19971123,4819,2021,6298,6292,6521,9089,3597,8768,5481,4653,9142,2121,4231,6984,2734,6898,0327,2328,3272,9914,9819,4535,5978
127897,19971126,4455,0883,1752,7634,5532,4338,3133,5707,7837,8729,3968,6181,1894,2408,9879,2536,5547,3657,5814,3562,2131,4176,9351
127997,19971129,2182,5645,5241,3866,2637,9818,3125,2107,0872,2845,5538,3028,5986,0923,3597,5172,3254,8470,3527,0328,4046,4897,1221
128097,19971130,0168,3858,0223,9086,8850,5167,6927,8789,5104,3531,7617,3106,2594,7088,5050,8302,7275,0048,6266,4838,1702,1498,5431
128197,19971203,4936,9240,9584,3640,6046,5226,9621,6441,9699,1529,3258,7020,1176,2335,0419,6245,9677,5615,1830,1620,7335,9057,9787
128297,19971206,1454,7530,2299,3501,2588,3667,9811,9772,0256,1057,1454,2998,1576,4277,9157,6158,6076,1899,7542,0571,8642,7657,4456
128397,19971207,2945,5920,9039,2611,5907,2938,3045,2863,0994,6594,5028,8925,1972,6321,4522,6866,8176,9014,4829,4381,5999,5794,1417
128497,19971210,0499,2349,4809,1885,7860,6823,3996,8184,9339,4650,1568,1122,4166,2730,7821,0416,8136,2533,3261,2967,3871,8294,8224
128597,19971213,5796,3637,1586,2627,5744,4814,9609,8624,9774,4123,1471,8052,9666,6352,3085,4443,9778,2102,6307,9234,2279,0938,6168
128697,19971214,0807,7100,4975,0515,0178,3040,1964,6653,4663,1889,3197,5021,9014,7361,4897,8878,9859,4975,7411,4767,0872,0333,6569
128797,19971217,1309,8046,8802,6051,1279,3113,2187,5067,8980,0150,4617,3736,5499,1099,1674,0462,9853,3008,7305,3378,1339,5920,9590
128897,19971220,6351,9391,6126,1388,4422,2930,0763,8389,9335,3015,4322,3457,1183,3165,7921,7989,6174,1482,4628,7070,8974,4779,1148
128997,19971221,6001,6743,4324,0998,8621,8750,9992,0108,3579,2196,0359,1366,5279,9038,7510,0549,7326,3326,2932,2181,7181,1981,6473
129097,19971224,5114,0377,9767,7690,1723,3901,1334,4220,8932,6242,7202,4346,6234,2322,8979,0653,1274,4656,9189,0039,5797,7999,1247
129197,19971227,2028,8900,9581,1069,8054,3824,3121,8135,6649,7935,2156,7544,1501,1718,4970,8206,7371,8819,7300,0978,8338,3856,0323
129297,19971228,0355,6124,9125,5337,4213,5255,4496,9878,8288,4749,1917,9571,4931,9475,1792,1233,7161,6423,0835,4672,1131,3448,5244
129397,19971231,6814,5712,8064,9301,4452,3091,3659,0852,6665,4316,7688,2922,7148,5014,6134,1391,2220,0259,6061,4384,2258,0332,8296
129498,19980103,6974,3049,8761,8592,8041,5296,9348,2471,6421,0392,3396,8854,0866,9030,6288,3057,0673,6358,0270,9249,0829,6669,7057
129598,19980104,5202,3113,4021,1870,7252,5258,5962,7196,5914,4529,4211,9886,8310,9745,8012,0931,0578,8562,7532,0351,3072,5309,2958
129698,19980107,2748,1835,5034,8726,3568,6626,6543,7740,6709,4699,3654,7513,3813,0746,7828,9593,8088,6635,4036,4938,6032,6239,6098
129798,19980110,6171,8411,7962,8284,3034,2361,0238,2011,2169,3203,6145,5321,9247,4558,2237,2684,4298,5272,0013,3711,5549,7206,3500
129898,19980111,8439,0794,4069,9183,2699,5058,8431,1050,2412,4838,4862,5738,5887,9782,8281,5079,5175,1354,4434,5733,8793,1788,9774
129998,19980114,5815,0781,4440,7013,8871,7562,2331,1983,3974,3969,5310,3245,4643,5848,2382,4992,9329,5119,1203,3322,5373,2012,5743
130098,19980117,4300,6339,1944,5551,4302,3461,9228,5252,3968,5935,8290,3288,6698,8167,8376,6989,4666,4000,5999,5486,3316,2978,2429
130198,19980118,7438,0314,2993,1246,4907,6239,9587,1258,9293,6833,5217,8580,9086,2831,7320,6168,0040,1516,7966,3243,9436,6236,6491
130298,19980121,6428,2990,1388,3593,8605,3368,2423,9512,4109,8153,0382,6788,8574,4825,1577,6474,7098,8727,9724,3707,2263,7824,7454
130398,19980124,7955,2565,9386,6289,6579,9336,7286,0137,5029,1394,2067,6202,0390,5472,6166,3606,4049,8110,0735,7450,8423,5930,0278
130498,19980125,5350,7894,1939,8498,2496,8442,5862,5469,3228,1832,9775,5217,7368,5914,7624,3547,6338,1776,5906,1019,6035,2498,0703
130598,19980128,0794,2533,2590,9451,2447,7111,8052,9773,7158,4244,1170,9892,5106,8719,7285,0132,8875,2226,2258,6099,9863,3169,5424
130698,19980131,9857,0905,9343,0371,4828,0659,1482,0296,6339,3233,8955,3759,0848,7657,2093,1292,7786,1930,3379,0061,0127,1024,9115
130798,19980201,4130,5869,7957,9880,6928,2572,7166,9512,0857,3238,2297,6045,5474,2285,7924,6651,5517,1250,5299,6083,6935,2572,3692
130898,19980204,2357,6119,6547,4368,0096,5205,0138,2833,1635,8529,6950,8744,5442,9009,5522,8221,8372,0886,8618,1728,7067,7053,1192
130998,19980207,0707,2024,1113,1557,8597,0283,1597,6001,8215,4247,3175,1450,1879,8370,4521,2995,3344,4033,2085,9546,8441,2927,8678
131098,19980208,4942,7010,1426,2656,9757,0046,5811,5623,9705,6752,0090,8140,2542,2817,2599,0949,6784,4631,6352,1862,0796,9345,3508
131198,19980211,8376,9749,5227,4377,3499,0302,2201,6779,2780,2409,9276,5616,4138,2189,9986,2579,8244,2807,5691,7107,2384,7086,7264
131298,19980214,0946,3820,7798,5524,0348,4266,6831,8153,2548,8774,0393,2617,5620,9862,0782,0847,6444,0760,6684,0374,0552,7343,7355
131398,19980215,9100,3103,7729,9122,7990,6316,2184,1970,4844,3759,4491,4717,7800,7324,6375,4720,7505,5000,8656,5392,4036,5570,8855
131498,19980218,2287,0675,7474,7139,3879,7116,0358,9605,5955,0407,5802,6064,4746,2697,8967,2745,7671,3347,9667,6367,5449,9715,4348
131598,19980221,1501,1592,7023,5777,2928,6204,7706,6321,1146,1290,9560,1450,7964,4751,0221,8802,8749,7051,2462,3995,9751,0918,8074
131698,19980222,6529,5840,9627,9610,6897,6913,8776,1074,4047,8682,3105,8219,9668,5375,5547,4395,8327,2986,0178,6589,6686,6943,8721
131798,19980225,4816,2235,0796,5009,3905,5864,0974,9305,0373,8319,1478,8892,5213,5367,9824,2446,0562,9328,9755,9628,4044,7427,0044
131898,19980228,2519,5506,6275,3101,3715,2306,9190,4328,7154,2257,5756,8622,2223,1774,0322,2065,8910,2763,5842,0499,8223,8535,6040
131998,19980301,3346,9091,7161,7770,9474,7068,1604,6390,7965,8288,4658,0043,0006,4665,7984,9824,0518,7771,5682,6248,0346,9222,5291
132098,19980304,1342,6765,7869,0923,7240,7351,4661,5455,8972,2833,6143,7546,0940,1388,2953,5381,1818,9779,9800,7064,6414,3969,4543
132198,19980307,6856,8559,9561,0531,7898,2936,4980,6420,6477,8144,6984,9982,4250,3034,6722,4932,1572,3099,2406,5922,7565,4962,9057
132298,19980308,4069,0279,7327,9551,4261,3156,0667,4545,6926,6175,8139,5763,4939,7698,8126,8589,7433,9917,2591,7141,9439,3178,8822
132398,19980311,0751,5449,3901,6277,7196,5815,6761,7894,9753,2415,1073,4224,4184,1447,8593,0832,6116,0922,6517,7203,0324,5837,6479
132498,19980314,5801,1717,8788,0735,0375,0573,1393,0894,7320,9112,8390,1832,8338,7337,2092,2014,8295,3734,5167,5706,5282,1271,8205
132598,19980315,7129,0630,3135,4170,7586,6455,2173,6826,3507,2933,1747,5346,0043,1941,2696,7826,7060,2857,1677,9382,1558,4077,8700
132698,19980318,3703,6499,2707,3435,9627,5200,1967,7401,6285,1532,1906,5306,4859,2461,4029,6212,1568,0748,0010,2842,1640,8529,7470
132798,19980321,5301,5571,6548,6240,5898,0579,5655,7241,9290,9572,4556,4867,3161,2805,0997,4812,7454,4720,4323,2924,4143,4742,1925
132898,19980322,8546,7961,7256,2856,9030,6118,6389,7725,6453,7479,9107,2657,1694,4453,4924,2247,5840,4606,6379,9374,0899,5350,3945
132998,19980325,6250,0841,0709,3670,6496,2500,6514,7325,9768,5193,7074,4494,5757,1521,9597,2479,5456,8053,0526,5081,4557,3896,9038
133098,19980328,9377,8477,3893,0625,9733,2200,1902,5105,4974,6522,1485,8920,8565,7784,3005,8439,4829,4617,4938,8227,1555,8408,5936
133198,19980329,7521,0897,0507,2875,6340,8191,1520,6866,3003,3017,0465,4482,4219,3877,2306,9462,2483,9752,7968,8618,1950,7184,5912
133298,19980401,4642,3272,0387,6421,4806,4485,9214,1292,7401,7534,3340,6910,4128,1819,5701,8074,5002,1193,9459,3312,8656,7997,3471
133398,19980404,4231,8147,8231,2520,3227,6112,4657,4012,5355,0895,5120,1493,4585,7849,7827,5183,2732,7452,6354,8004,4669,2519,4650
133498,19980405,3237,9806,2235,7910,8159,0232,9597,3958,6606,5940,7554,8671,6999,0915,5331,5486,3782,6370,9395,2050,8276,5785,2855
133598,19980408,6835,3504,2237,0813,7008,5369,1419,6812,5884,5251,8132,6845,2110,0551,5016,1501,0194,1676,5498,6580,8178,6460,7030
133698,19980411,7774,6150,3076,9972,6791,2992,2328,1575,2571,4615,9292,2902,0134,4090,1473,3605,3664,6880,0246,6440,9420,4083,4900
133798,19980412,5175,1606,8675,8495,2027,1930,7967,5721,2350,3725,6606,4757,6454,4943,5106,7051,3775,1237,5066,2021,5935,7891,4437
133898,19980415,9707,6156,0811,8525,4681,5710,4639,3805,2039,9552,5141,2841,7349,6548,4795,8062,8302,0211,4296,5250,4236,0517,1928
133998,19980418,5286,9528,7496,9048,0944,9699,0132,4944,1601,2371,3828,1779,6680,3855,0544,7210,1387,8001,1877,6281,6607,1138,4636
134098,19980419,2765,0250,0712,8781,4915,0256,4956,2004,2173,3183,3138,9096,0360,1236,8167,0953,3007,5943,7817,1510,1149,6046,0445
134198,19980422,8010,2942,1268,4460,0760,3668,5770,8014,0631,5000,0146,4071,3206,1208,4433,8889,5837,7533,8165,0154,9987,6105,3650
134298,19980425,5632,8050,3773,6968,6709,6268,7903,4617,3296,2269,5384,0715,7518,2918,2190,1167,6454,9672,1101,5096,0290,1962,7697
134398,19980426,6529,0025,3915,0000,3026,3529,9374,7648,1774,0389,1150,5774,0942,8607,9862,1001,6517,1950,6523,5387,4290,9249,1980
134498,19980429,5950,8344,4219,9897,2823,4827,5397,6993,9756,8281,9562,5463,8286,3508,6768,4632,1816,1645,3256,1300,2487,9114,8539
134598,19980502,8974,0802,1217,4479,0145,8859,1862,7614,4527,6281,7404,5130,7756,5218,6696,1856,7295,1093,5499,3056,5882,5260,1910
134698,19980503,7021,8093,1736,1246,3524,9750,9701,2097,6191,6451,6973,0084,6029,8193,1771,2889,8739,0436,4041,6285,2932,0842,5723
134798,19980506,0981,6830,2829,9889,8144,0588,2376,2364,0211,0678,3314,5588,6857,2718,3818,6361,4732,1014,3083,9110,9733,9735,6997
134898,19980509,5850,0762,4048,3504,2824,5237,7554,8472,7618,4031,6515,2325,7932,3810,5020,2241,0578,7861,6978,0557,1919,7051,6498
134998,19980510,0647,4785,0907,0231,7106,7079,8712,9054,7180,9028,1305,4088,2965,6349,6132,2091,1969,7352,7976,5245,9386,6646,9135
135098,19980513,4215,6375,6007,0025,9005,3861,6579,4293,5855,7678,3816,0340,7877,7703,7853,1683,0596,7076,6907,6790,9231,9767,6482
135198,19980516,4267,4935,5578,8966,0872,8643,4523,9497,8624,3733,6041,8864,8765,3145,9460,8031,2762,6429,7943,5693,9774,5280,0552
135298,19980517,2229,6135,8578,4021,9191,6220,1728,5170,2425,0838,7418,4609,9908,0183,3528,5496,3144,4313,3397,4311,9579,6107,5069
135398,19980520,9369,6955,9255,0979,0800,3319,7951,6396,4688,6144,1460,4408,7797,8075,9443,8533,8524,1475,7965,1286,8722,0861,7168
135498,19980523,5075,1670,3227,7981,2091,3221,1224,8844,9014,8471,7247,4190,4695,0834,9920,0003,4113,8396,0416,6964,3764,7041,6233
135598,19980524,3325,8978,5683,1169,8604,7064,1487,9059,0328,8739,1127,9815,6526,5043,9981,8581,7888,5354,5759,1322,5892,3806,7117
135698,19980527,3337,6421,7935,1774,8519,1240,4066,5798,8499,1233,0540,4205,9443,3813,5741,7615,0342,6913,3803,7983,0290,8507,9098
135798,19980530,3875,5238,5316,4690,9672,9182,0962,3234,9503,5406,2027,7554,9633,5813,9769,4657,2716,4452,4144,3262,6367,0664,4456
135898,19980531,7340,0634,6802,6467,7331,5129,5906,4390,4579,0865,6737,6192,4100,2671,8717,9286,2795,5618,5025,8059,9262,0377,9078
135998,19980603,0395,8335,5883,6348,6636,8872,4081,7177,2352,4247,4978,4087,7143,4971,6949,4938,1869,9053,2147,9898,3698,6677,4335
136098,19980606,8068,1813,5202,1988,0132,0510,5637,3870,4435,6837,8149,9745,0976,1153,3211,4947,4741,9163,1985,0329,1644,7467,9037
136198,19980607,4779,9669,0798,4828,6663,6631,7894,5966,9192,4585,4269,2984,8696,0974,4282,7657,8627,7379,6414,1140,6999,9927,8983
136298,19980610,5504,3801,6328,0895,0725,4361,6899,8868,6942,5263,6733,7748,0428,8842,7539,9616,9882,5316,7034,6829,8921,4160,4040
136398,19980613,0042,6685,6885,1494,9847,9638,4240,3054,2862,5906,3784,5075,3090,6938,0260,1738,5626,2117,0562,1671,4672,3735,9311
136498,19980614,2439,7508,5255,8154,3675,0201,5501,7249,0944,7373,0530,7002,1262,4376,5339,7032,7166,9088,9597,4952,2761,6019,0969
136598,19980617,4932,7287,3470,1069,8757,6361,2193,9175,0394,1404,2738,0959,3119,6048,5541,8692,1311,5051,9455,8647,2831,5583,6678
136698,19980620,5956,3824,0962,9440,9942,8573,5746,5692,7806,4789,7900,0670,9211,4391,1042,1966,2019,6768,6565,3094,8722,2472,7062
136798,19980621,4191,3404,0558,4587,4662,1211,3591,0356,0750,7902,7256,2868,1922,0686,4588,6325,0227,1262,0236,2817,4050,9775,7315
136898,19980624,2087,2342,9778,0719,2693,6985,1413,4887,8327,0697,7467,3462,5998,1778,6687,6404,2852,5722,0125,6926,8910,7542,7157
136998,19980627,5127,7381,2594,9141,8894,4539,8237,8681,4779,5820,6274,9194,9685,4723,6657,6371,9251,5696,4840,6127,8846,2729,6896
137098,19980628,3655,7564,7110,4163,7532,3525,9197,2340,2960,4822,0034,6568,7842,7676,3963,5034,4837,2858,1363,9877,4054,6763,9600
137198,19980701,2528,5323,2939,6432,8239,6996,1153,2035,5801,8255,9774,4100,3864,2987,8250,3557,3094,8526,9650,8479,8529,4770,2695
137298,19980704,1444,6205,0010,0821,9412,8815,2210,2539,4587,5546,7918,3742,6495,3356,0880,5511,2701,1382,2111,7081,4789,3823,9595
137398,19980705,6754,8851,4897,5081,7839,3516,2720,4674,9864,7455,9335,7744,8608,3176,1046,6427,3795,1320,3025,4253,2770,0836,2489
137498,19980708,5771,2495,3939,8852,7479,4890,0978,3095,5311,3659,9019,1405,6926,0563,9956,7207,0072,9357,9014,1544,7562,3253,3899
137598,19980711,4089,8436,5340,9017,2054,4896,3211,1863,7839,4914,1031,8980,8264,3820,3647,8531,1280,0950,8303,6321,9115,3723,2541
137698,19980712,5090,5555,2466,3263,8549,3599,4928,5378,0507,6500,1809,2012,2400,1806,9309,1190,0596,7438,7801,8130,5993,7742,2159
137798,19980715,1297,1586,4629,2177,1274,0227,6972,9961,7397,5252,4189,2820,8934,4197,2048,4945,2692,0381,6342,0322,3029,6905,8559
137898,19980718,5008,4705,5712,1458,5853,9913,8138,9081,8646,2262,8238,6213,1018,0197,0618,9264,1721,7689,2112,2533,2187,1723,8530
137998,19980719,1378,6485,5016,0516,6765,7483,1753,2360,2199,2072,8111,9381,0346,0732,0886,4718,1965,8520,0226,1513,1653,2165,1607
138098,19980722,5338,9351,6100,9238,0593,2443,8007,6651,7735,2183,1158,4142,6880,8202,5054,5208,0998,3290,7359,1752,8051,7962,6585
138198,19980725,9697,9185,0092,7644,9910,3219,9174,4495,8680,9919,2026,9429,7277,3892,0189,5358,5586,0374,3905,4766,2630,7081,2462
138298,19980726,2340,7160,3032,0151,7775,0686,0845,2656,5342,0585,5745,9967,3083,0645,6736,6083,9710,4421,2096,5880,2581,4957,7885
138398,19980729,6966,2772,0849,2299,4849,4780,8411,6904,0706,9401,9861,5558,5084,5646,6792,8685,6135,9518,9514,9797,3052,4044,9289
138498,19980801,4533,6593,2571,8571,2396,5238,9579,5833,6221,7097,2037,1826,8344,9726,9545,6029,7982,3855,0755,9539,6759,1154,6225
138598,19980802,2052,7842,6361,9137,2302,4947,9616,1434,4478,4792,6092,4123,8080,0896,4421,6565,6700,9032,3963,3525,3466,7089,3719
138698,19980805,2954,8880,9479,3581,4617,6326,4622,2443,1852,6848,8040,3874,9359,1486,7573,6748,7451,6464,5362,0517,8117,5343,6324
138798,19980808,2917,3314,0052,4586,3708,9241,4490,1435,0953,9548,5146,6142,6435,9383,7305,1342,2593,3808,7566,6667,0367,4020,9348
138898,19980809,2064,6948,4684,4572,2829,5915,8884,2026,8911,5178,9104,3524,7914,6398,6283,2213,2439,1042,8889,0850,6727,9676,9614
138998,19980812,1811,3575,2825,0901,8651,6562,8463,3546,2535,3114,1899,2075,9145,2378,6571,5342,4478,5733,4237,4936,7837,1832,7184
139098,19980815,1832,8532,0563,4851,0675,4719,4417,6532,7506,5999,0352,4095,1750,9053,3783,3138,6122,1798,3474,2069,5319,6633,3377
139198,19980816,4053,4302,2264,1098,2221,7566,8323,0991,5276,4862,5093,4562,5180,8099,7251,1720,3145,8467,5542,3018,7243,0323,1534
139298,19980819,1434,3476,4826,1409,1414,8253,5948,0606,1666,5698,1459,3737,5246,6805,0244,9213,3491,1347,2749,3077,4659,8517,4976
139398,19980822,2164,7459,8371,0105,2492,0753,6774,7495,7412,0849,4122,3987,1256,0184,9288,5961,5644,4860,0978,1509,0594,0878,7491
139498,19980823,7541,1834,5342,8327,2264,0921,0770,6834,1266,5876,9238,9074,6516,2404,5809,4946,7336,8458,0408,7017,8161,0884,9631
139598,19980826,3919,6751,3382,3972,3728,9710,3216,0319,8887,5041,0984,9732,2994,1656,7047,5555,8043,1917,5922,4392,6865,7282,4440
139698,19980829,3797,1714,4358,8182,1946,8927,2216,8992,2105,4758,5380,5105,4716,0123,3979,8583,7103,2349,5497,2682,0184,0574,4178
139798,19980830,7656,0144,7520,6799,3608,0192,6060,0045,6687,3363,0055,1622,3851,6067,8863,3031,6751,5649,1476,8931,3899,1867,3898
139898,19980902,9540,0778,4686,3119,5168,4336,5302,4251,7631,0914,5741,5830,1420,6872,5495,7332,4893,0251,0296,1445,5788,5025,3629
139998,19980905,7708,6862,6350,6550,7908,8051,8639,3063,7384,3549,3885,9786,4739,6573,7382,8749,5671,8227,2297,4585,6370,2671,0472
140098,19980906,6231,1007,2431,9621,3377,6470,5430,2494,3867,0180,9297,1990,3433,3140,5986,1517,4328,2805,1286,3256,7047,5598,2130
140198,19980909,8852,3809,6084,2591,7707,9485,2197,6348,3895,4286,1239,4792,6529,9637,9565,2392,0779,8970,9367,0239,3728,9154,7769
140298,19980912,3923,8111,2747,2189,7908,0267,0886,3853,8040,5470,1842,8089,0776,8762,5849,1848,2036,2442,5063,7004,3003,9460,7219
140398,19980913,3677,7894,9709,8172,0444,6422,6626,7772,6808,4733,0492,9373,8177,3773,8860,1868,1295,9885,3246,6339,0051,6033,1906
140498,19980916,9632,9684,9957,9357,6158,2048,6742,2953,0237,1523,5205,7049,3554,3607,8491,4964,5306,3780,8687,3397,3823,3781,4292
140598,19980919,6374,1304,6221,4191,4315,7602,7379,2708,5228,7920,2006,5472,1304,0055,3283,1516,3048,5369,3039,0786,4858,7236,2942
140698,19980920,2940,5886,2506,7098,4968,7765,8871,4650,2718,2776,3081,0416,0975,1996,6541,5525,2415,9793,5166,6493,1843,7333,9675
140798,19980923,5558,2147,0152,0689,9902,1223,2056,6605,8175,3719,6498,1598,6446,8665,6953,8996,4288,7616,9805,3771,5292,6404,1997
140898,19980926,3220,3579,2497,3190,9938,4688,4876,1701,4238,0318,2861,7359,0276,0851,4522,5298,0597,7115,2817,8095,7143,9656,6253
140998,19980927,3322,5122,4695,0164,6290,6104,2775,6645,0903,2308,6460,7557,8972,4016,9414,1127,3049,3736,8279,9580,3640,8820,8915
141098,19980930,9767,3830,8154,8666,8318,2741,3238,2794,1707,2094,7294,9856,4558,5437,5845,9416,7960,3721,5584,0965,0258,8264,8712
141198,19981001,3246,9270,8597,6468,6962,7598,4079,9489,8368,5294,1224,7458,9622,1786,2536,4533,2358,0000,4857,7406,9287,9833,4040
141298,19981003,6047,4029,1941,1888,7259,5361,6103,5328,3751,9489,6115,7598,7971,6652,4676,5146,0531,2880,1862,3078,4802,0293,5394
141398,19981004,4775,9359,7246,4230,5234,0738,5533,9132,9230,0823,3368,7970,2701,5863,4400,4064,5814,6544,8449,3789,3006,8594,9899
141498,19981007,5029,7955,6305,0294,4722,5236,3919,6374,5798,5214,5161,6227,4896,4215,0345,9930,1487,7867,4663,2776,0372,8363,1907
141598,19981010,7988,2722,9652,9513,3160,4305,1937,3131,2835,8870,8870,1202,3774,5888,4188,5294,7115,0721,6471,8699,7363,9566,6432
141698,19981011,6107,5538,5340,5409,6605,0318,9337,6603,1314,3044,9490,3013,2521,0121,0096,4776,5970,3115,8778,0663,0183,3870,5955
141798,19981014,9202,3303,0221,3110,3737,7661,9571,5141,4435,7015,3976,4963,9753,8977,9821,0292,6567,0408,5910,1032,6593,5656,1736
141898,19981017,1460,9148,4850,1943,3692,6080,4373,4843,2787,4162,2288,3976,0485,2684,6246,5798,7701,1133,5770,6639,1034,3546,6045
141998,19981018,0495,3003,7248,7785,1694,3621,4173,2516,0354,5421,1671,8533,5748,3061,4710,4559,5716,5693,6846,5940,3860,9010,3736
142098,19981021,8485,0723,0370,7585,4229,4468,3206,6192,9450,9000,1027,0028,4364,4184,1914,1387,5248,0356,8922,8186,5352,7725,3942
142198,19981024,8048,1848,4085,6782,7408,5891,1815,5644,5902,7894,5482,8657,9137,3943,0868,3322,5303,9770,8245,2015,8986,0559,4941
