DrawNo,DrawDate,1stPrizeNo,2ndPrizeNo,3rdPrizeNo,SpecialNo1,SpecialNo2,SpecialNo3,SpecialNo4,SpecialNo5,SpecialNo6,SpecialNo7,SpecialNo8,SpecialNo9,SpecialNo10,ConsolationNo1,ConsolationNo2,ConsolationNo3,ConsolationNo4,ConsolationNo5,ConsolationNo6,ConsolationNo7,ConsolationNo8,ConsolationNo9,ConsolationNo10
248505,20050409,1415,7914,6843,2365,0206,8816,4880,3857,9733,7728,0366,3516,1189,2613,0414,8965,7346,6525,3416,4600,3330,9336,4959
248605,20050410,4090,6363,0473,3688,9844,2871,3489,5971,9540,3107,8963,6818,4661,7210,4941,3403,6648,5437,8286,8603,3291,5547,2641
248705,20050413,8759,6981,0504,7673,7136,0775,7393,4550,0664,6985,1391,0207,5946,3270,0695,2217,8710,5801,0242,6200,3696,9562,4667
248805,20050416,8903,8046,3059,9631,0313,2680,2168,7242,4334,7181,8558,5216,7974,5060,6905,2756,4484,3547,0233,9479,0594,3313,9910
248905,20050417,0490,4692,5836,3566,6974,0650,2558,3549,7762,6037,4222,8324,2619,8913,4603,1717,0208,6645,4728,1271,0445,0218,9508
249005,20050420,3856,6891,0272,8612,1334,1688,2723,0379,3007,6276,8811,7750,9473,6587,0585,1327,2545,6823,5278,8386,2656,7764,1782
249105,20050423,4905,4152,4545,5931,0996,7563,8485,8754,1624,0614,2222,8559,8622,1980,6445,7075,2807,9322,7983,1865,5676,8100,2100
249205,20050424,0818,5447,9036,2159,5982,7201,6625,7977,4688,2926,6598,5416,1905,7663,6443,6318,4954,8316,3981,3822,9643,3384,2759
249305,20050427,6147,6132,1799,4050,8213,1226,4389,3831,1831,1864,1161,1737,4555,0564,9768,3348,9501,2385,8544,9841,4080,8024,5060
249405,20050430,1631,3810,3440,6297,0009,2040,9865,2242,0310,4182,0171,0216,2237,9799,7998,9086,0577,8814,3340,9642,9684,9893,1893
249505,20050501,7078,1989,7993,2917,9544,6179,4022,2135,8085,2164,1142,7892,1583,4031,8436,7420,6279,0655,2299,6299,6112,1961,9410
249605,20050504,1900,8629,2365,1130,9136,0772,8627,0182,0254,1332,0460,1788,8417,7742,4481,7022,9924,0253,9855,9364,4901,6039,7347
249705,20050507,5126,4977,6811,1652,6823,3476,2613,3206,1040,1163,4664,9230,3521,1592,2944,2656,4456,3654,2015,9456,5701,4391,9632
249805,20050508,2863,9546,6097,7318,4180,0412,7527,7351,3469,2039,2968,6900,2423,5482,4388,2001,0097,5840,3834,6217,7239,1067,7888
249905,20050511,4343,3133,8465,2283,3057,1422,6874,1777,2237,2011,6584,4319,5228,5253,4626,8745,9617,4987,4854,0407,7221,4612,8419
250005,20050514,8788,8041,1163,4408,5273,1555,8081,9378,0537,7266,6575,4528,8845,6169,0097,2546,1185,9272,7561,3515,7240,1722,1584
250105,20050515,3599,8022,7919,8509,6239,4424,4184,8114,1469,6919,2432,0318,9472,6215,6401,8174,2459,1728,3207,1751,6990,6897,7593
250205,20050518,3303,2983,7791,2967,1500,2459,0934,8692,3654,3806,6110,4355,3787,1417,3060,2714,3262,3352,2415,0940,1405,7099,8933
250305,20050521,9236,2852,6794,3321,0753,6080,4815,8951,2236,8471,3985,9444,3511,2678,4632,8791,7996,3738,9766,4573,7472,2612,3316
250405,20050522,3140,8582,4019,0754,7457,6923,7533,1016,7600,9753,8532,2922,7265,4474,1616,6045,6376,6154,8061,7424,2989,9813,6921
250505,20050525,9519,3489,6237,4746,8740,8679,4903,9217,4249,9524,8265,4086,0144,5518,1816,3404,6968,3617,1971,9683,8892,0084,9482
250605,20050528,9358,2944,3664,4795,0274,9000,7663,2314,0061,4100,9885,9275,9408,7271,0273,6335,3926,5645,2531,6423,1608,6673,1907
250705,20050529,3525,7140,2445,1952,4041,5971,8009,0355,1856,1091,0614,8256,0803,9555,3147,4794,6829,0501,9554,9100,0711,7185,9562
250805,20050531,3609,2520,6171,8908,5490,7050,0281,9992,1240,6618,7833,0094,6227,5120,2075,9435,3666,9718,9715,8959,3029,6493,6127
250905,20050601,5831,5117,2986,8325,0305,7341,9335,7708,6880,8964,8930,6615,3458,3985,8161,4236,8104,0520,8398,6974,5922,9857,1099
251005,20050604,0000,5114,6623,4450,9192,2382,6660,5664,0940,2206,4120,5967,6142,7026,6583,2973,7086,3150,5046,4465,7068,0062,6274
251105,20050605,6525,7248,7635,4580,8708,7420,1147,1371,0425,0535,3890,4062,1920,7309,2702,7434,3724,8616,7325,9729,7571,4119,2151
251205,20050608,7995,9859,1075,8696,5799,9099,3356,0166,5547,9515,6071,6443,9393,9520,9113,4210,2259,9743,4278,8800,5893,8973,8134
251305,20050611,3133,7374,6802,6234,0936,1150,2995,3881,2433,2282,3434,4466,2176,9699,5300,3741,4751,0782,2532,1063,8168,3603,5882
251405,20050612,2180,3643,2024,2167,4421,1683,5221,1604,1349,7360,9720,2594,5343,9758,3138,3899,1317,2805,5766,4375,2202,6871,6533
251505,20050614,9356,0813,9728,0191,7429,1799,6159,6873,0569,6778,6484,0113,6820,8149,0910,4107,3608,1651,3362,1676,8654,4837,7116
251605,20050615,1570,8719,4217,5034,8777,1378,9296,4560,9740,9911,8445,9736,9634,9289,6704,7192,3947,6586,2565,9933,6737,2162,6573
251705,20050618,4493,8720,3834,8757,5944,3316,6543,4113,5561,5883,9472,6574,5196,0409,4723,9096,4203,1855,8806,5431,0863,6759,5706
251805,20050619,9408,2340,1818,4308,4831,4175,4809,9555,0823,3771,0394,1515,8814,3589,9712,8922,2612,5479,0982,1233,4550,5783,5539
251905,20050622,5483,6572,8899,6713,1828,8218,0708,4112,9516,9186,5471,2412,6247,9281,7833,7915,2266,0358,8582,1567,7818,5820,5375
252005,20050625,4837,0232,2451,7236,5537,4875,3643,5230,5192,7751,8229,5100,1398,1206,2682,0493,5890,9762,6823,4289,6432,3933,9584
252105,20050626,1276,5310,2451,1565,6061,7381,2140,4260,4652,8190,9901,6595,6834,2384,0005,8722,8308,1703,2308,9751,6045,3505,8607
252205,20050629,5509,0130,2032,7603,5998,5299,0281,7676,7853,5616,3161,6022,9154,8816,9886,9585,0999,9879,5199,1226,2030,1237,3613
252305,20050702,8375,5461,0107,2319,4442,4774,2980,7782,2466,6931,0471,5888,1628,7676,1344,8214,8999,1038,1380,8720,2872,8231,9271
252405,20050703,1286,3551,9958,2689,9287,1741,2567,3957,6654,2830,7898,7454,0710,0822,2903,8385,9078,6651,7462,7945,7766,9546,1726
252505,20050706,4597,7013,1494,3436,4622,6333,0244,7035,1908,4153,8791,3141,5151,6955,5674,8859,9955,0078,5786,1150,5423,3749,1882
252605,20050709,7381,3448,9953,9179,6592,2620,2313,7204,6293,4518,0558,8637,1539,9575,8349,3861,4878,7568,4938,1775,2416,2256,3787
252705,20050710,7222,7547,5586,3987,6156,4614,7647,3318,3793,2733,1289,3636,3525,5323,2739,7750,0708,6909,2221,6580,7258,8453,7835
252805,20050712,3583,8047,0402,5888,6506,7197,1933,7619,6599,9461,1377,7368,0412,2312,2282,9081,9174,7349,6455,2896,9502,7140,1333
252905,20050713,5784,5154,2707,9344,5703,1853,4274,1437,6555,4899,5362,9007,7281,7463,8500,2155,4043,3178,7607,9891,5813,4162,0217
253005,20050716,2175,6966,2832,3860,2725,0490,0643,5889,7356,3432,8960,8658,0890,4385,3332,3334,6411,3494,8980,7758,1114,1793,6176
253105,20050717,9995,7425,4058,1516,8514,5790,3973,1003,7412,8922,1943,0019,5072,5036,7183,1935,9346,4399,0631,6033,8828,8019,2917
253205,20050720,8953,5500,8041,4578,4652,4635,3340,3521,8594,2155,3582,1003,4902,4338,1855,5641,4936,9081,3655,9568,8077,1235,1462
253305,20050723,3003,0341,9906,4693,1136,9220,7303,3134,0861,8596,9394,7052,7249,3348,4969,2907,5116,3297,3168,5868,6874,8318,0445
253405,20050724,8199,4215,1831,8648,7485,8322,7221,3610,6716,8887,1701,8910,1630,3814,4857,4643,3889,4696,4083,6191,7879,5303,4339
253505,20050727,3101,9748,9484,1637,1990,6829,7124,2415,8879,4416,3485,5642,0129,4446,5535,0112,9120,2954,6956,9656,5011,4350,0157
253605,20050730,7629,9195,4631,7905,2293,5350,8776,5198,8584,1904,0609,5254,8085,4376,3833,9265,8747,8451,0667,6487,1936,4797,6471
253705,20050731,1519,8172,8497,2931,8659,7236,6951,0569,1397,5603,1865,8207,5964,1524,4498,5485,4978,5977,2235,7702,3188,0737,4790
253805,20050802,0459,2185,1647,6930,4460,9891,6136,7165,0358,1381,0424,4694,8755,1901,0091,1217,0752,5696,3909,6183,5664,8621,4499
253905,20050803,3084,2037,9008,4514,5409,2077,1901,6667,8841,3448,1738,4676,7661,3927,3561,6538,3404,1633,8486,1623,8460,2102,7219
254005,20050806,1546,1527,9920,0743,6163,3836,6933,1783,0523,2893,9734,8935,4516,7880,5760,3338,0453,5052,9934,9336,4127,7572,0111
254105,20050807,3768,7302,6966,5484,6561,6615,0317,5224,5484,4070,0397,1672,8265,8772,5428,1343,2112,9184,5437,3246,9040,9967,8080
254205,20050810,8880,2338,4876,5807,4801,8054,1099,4822,1108,3139,5012,5071,2425,7891,7301,0202,3992,5314,8027,3716,4617,0870,7699
254305,20050813,6762,5090,0224,6675,9224,6642,0416,7432,1589,4508,4898,0302,9924,8244,0766,4216,6168,2985,4143,9297,6035,4745,2376
254405,20050814,2645,1930,0776,4034,2836,6028,3816,2550,2501,8609,4243,6734,9799,9131,9005,9512,7289,8505,6308,3406,2013,5545,0052
254505,20050817,8137,5869,0295,4019,5104,3190,2322,1037,6721,4322,1891,1735,7464,5263,6830,3273,6750,0129,5352,5582,2154,3976,9888
254605,20050820,8555,3154,7350,0026,4469,5099,6305,3462,3098,2651,9905,9279,4141,5760,8360,2965,3587,2706,4033,9932,2944,2707,2893
254705,20050821,5394,9687,0622,5401,6923,2493,1710,4512,9579,6719,2080,2524,4562,8616,6065,6004,2233,9141,1926,9119,3027,4899,2385
254805,20050824,0125,9843,5126,6869,3794,2801,9857,8083,0056,0871,4824,4800,4937,2150,7400,9104,7897,0069,5446,4117,5214,2578,9492
254905,20050827,6205,4853,3505,8327,6793,2417,0278,7609,1897,0379,4148,3682,9111,2636,9989,3395,3529,9558,1233,3611,0729,4375,2497
255005,20050828,4109,0775,3894,4720,7608,6743,6839,9857,0385,6832,6943,4075,6214,3845,8385,9550,3229,8073,5685,3110,9838,7095,8906
255105,20050831,2989,0715,0035,1111,1840,8569,2243,5250,9284,7482,1288,7371,6781,0966,2546,2455,5824,7980,7717,2971,8746,7389,8763
255205,20050903,1047,8084,6064,8395,2695,1496,8016,5459,9205,2375,4148,7668,8702,0384,5489,9425,2832,2613,8864,3185,3869,2834,6371
255305,20050904,5281,5643,5402,9952,0745,3272,0799,5012,7327,9425,7684,8397,7769,9472,7678,4634,2333,4501,5154,7034,6014,5692,4639
255405,20050907,4205,6747,2223,2569,9423,0689,5668,2360,3969,9798,5057,4211,5619,7741,3512,1578,0060,6054,3351,7827,1586,4824,7812
255505,20050910,2449,1176,5680,2899,0842,7861,4284,1692,6134,5424,4686,5521,9936,5249,5465,3350,5992,1826,2328,3322,4411,7989,3029
255605,20050911,4228,0306,3587,0059,6536,1238,1234,1491,5228,3705,4076,5239,9264,1800,6335,7273,1148,1047,2931,0912,4153,1297,1654
255705,20050914,4707,2074,2691,3618,3782,0376,5984,1576,8120,8311,0088,6783,5110,4621,7459,0951,0726,4703,9729,0696,5306,5466,5899
255805,20050917,7547,7420,3125,4274,1984,1636,1943,4666,3085,0467,7499,6256,1993,6770,3411,0534,6259,1264,9619,5638,1025,6249,5408
255905,20050918,9076,4853,3224,9556,1496,5592,0330,5262,9119,6006,8992,2943,2871,4954,7554,5556,5538,4233,7741,4745,6224,3882,5481
256005,20050921,1420,5920,4490,5426,0671,2319,9774,2945,2861,8068,3113,6952,8168,8554,5305,4704,1397,6517,1882,0641,2797,5724,0155
256105,20050924,4250,4038,8324,5750,0785,9801,5576,1766,1822,7222,3441,9084,2145,1369,8347,3183,8079,2611,1399,9898,8665,3866,1362
256205,20050925,0633,5371,5834,4577,4403,6405,9138,4698,8859,7762,7218,6695,9459,9869,3274,0099,8425,5541,6567,0510,5560,4289,6825
256305,20050927,6734,6625,9000,1302,6825,9312,3614,5118,5401,0486,3059,6201,2215,2347,5090,6085,0468,7613,6651,4354,9503,6535,0152
256405,20050928,3657,4127,9328,9879,3661,6062,8589,9479,9598,1301,0420,4033,8377,8968,8303,9946,8254,9687,5284,8033,2208,6355,0782
256505,20051001,6053,7351,5817,8890,5409,8955,0323,5215,9759,0173,0033,0066,1086,1256,1937,1562,0019,9382,9357,3949,7933,1031,5301
256605,20051002,4359,8344,2101,4973,1573,5419,9556,6392,2733,3528,8274,2416,8460,6850,1525,1062,1650,4987,2327,6692,9310,1187,3995
256705,20051005,0951,7374,0240,6154,5052,0366,0136,0300,8786,5081,0708,0616,2679,7228,3538,9548,2350,4676,5619,6180,2245,9069,9136
256805,20051008,5798,8872,7446,1749,6092,9942,0916,2195,4488,6724,6342,3378,0824,7489,3440,3652,5808,5116,7461,5604,2977,4344,0932
256905,20051009,8332,9903,8093,8747,1625,9850,3559,9825,2735,2935,5169,9912,5328,8155,2069,5059,7022,0018,3617,0603,3318,2686,9432
257005,20051012,9339,0366,4817,8241,2143,7724,1798,7966,8117,7058,1049,3930,0917,1581,4995,4781,3581,9104,7694,3483,4766,0301,8905
257105,20051015,0122,8268,6375,4062,7446,6127,7763,9786,8059,0676,4651,0604,2361,1652,9092,6155,4162,2086,2244,5249,2641,5967,7663
257205,20051016,2187,5328,2701,9171,3075,6275,8237,6300,3861,6035,3417,7053,1103,4709,5706,2369,5863,6572,6530,7414,8003,5144,3792
257305,20051019,9402,1142,1387,9391,1692,5939,4800,0277,8808,1155,0529,3436,8233,6061,5707,0269,7371,0307,7986,9426,5476,8300,8520
257405,20051022,3795,2859,8697,1948,8895,7583,6893,7499,2419,0822,9215,0781,4021,6939,2792,5557,5296,1425,2519,0310,7188,2795,2136
257505,20051023,6399,3996,2559,1906,3192,1313,9915,6070,9807,8538,8023,3421,6081,6258,2409,0333,0185,4708,9261,3777,1975,3926,9151
257605,20051026,3252,2937,1093,2605,1427,2741,1398,5676,7510,5008,9460,4522,8252,5612,1316,7477,0879,9905,9978,0509,5845,0368,3308
257705,20051029,7094,2150,7752,6436,6494,3253,2162,8402,0495,6075,2142,8701,0218,5279,6234,9315,4597,7002,1578,5191,7099,6689,5723
257805,20051030,2151,1706,8315,9064,7132,7247,8076,1834,8223,1808,4603,4752,3189,7013,9057,6407,4398,1509,0322,3015,6351,0931,6195
257905,20051102,8442,6592,4362,8619,6160,5900,0217,1608,2463,6738,4493,8400,5466,5596,4266,4136,2024,3559,0540,1444,0588,9536,5339
258005,20051105,5777,8041,1905,3784,1069,4265,4568,6195,3078,8594,9936,0056,9401,4261,7161,9491,6894,6728,9456,2539,8174,7128,1177
258105,20051106,6943,9948,0225,1336,9960,4511,6520,8807,0513,4899,3499,9578,5909,2022,0043,4679,0500,0699,7161,5162,4059,0046,6500
258205,20051109,2078,9376,3379,8973,0219,4341,2736,5659,4432,6983,6170,0441,7593,1278,1031,4112,9549,4921,8714,0792,8660,8758,0107
258305,20051112,9223,7844,9641,0768,1344,4137,1979,0471,4645,5162,5444,6388,1179,4579,8915,9369,7287,1781,0002,5713,9229,6686,7620
258405,20051113,6077,0843,6747,1241,7922,6833,3849,6993,5255,4291,9259,3802,3264,9741,9591,7472,4581,4189,2390,1978,3442,6033,7345
258505,20051115,2091,7154,1922,6667,2069,3788,9254,1956,3568,9123,6704,9315,6519,9262,3151,5065,7637,7015,7728,5180,8868,9731,5792
258605,20051116,6270,7083,3938,3970,5658,8171,1074,5423,0690,1578,0656,5881,1685,8128,8761,7424,2814,3143,3939,6654,6802,9786,1567
258705,20051119,8243,8367,5762,6524,5069,1149,5106,8233,8107,3812,6542,6567,5347,1551,4572,8133,3718,1546,2534,2717,5654,0188,9691
258805,20051120,4216,3283,9461,1655,0585,0740,3247,0602,7968,5792,8147,7528,4070,1527,5745,2808,8168,0470,0631,3386,3590,2387,0502
258905,20051123,3347,3661,2312,3374,1599,2839,5526,4023,0172,1419,5056,6766,6141,6149,5991,2279,2659,5116,5955,6440,9005,9466,6094
259005,20051126,2112,0317,2864,0659,3431,5858,7296,4542,0704,4002,4671,3813,4709,4555,4974,6011,2020,0029,8178,6954,3984,3774,0049
259105,20051127,7399,4281,5515,8163,4824,5170,9185,2542,2726,7135,6058,0555,8807,3219,2188,9210,9508,9574,8824,1024,8203,8788,2731
259205,20051130,3855,2033,4220,0332,3251,0521,7714,8090,4195,5247,2145,1911,2332,4641,5015,3997,2577,7780,9584,7171,8317,3440,9296
259305,20051203,9466,1030,8724,6375,4416,0372,4298,0748,2399,5544,6423,3977,5921,0624,6603,5368,3960,9991,4685,1849,9745,5967,4030
259405,20051204,2209,5473,0629,6727,0421,5064,9488,4894,7332,9880,1448,1762,5733,7516,6133,9248,9777,5688,2871,3447,8439,4420,2017
259505,20051207,7909,7064,1427,3597,5773,0600,2900,6352,2612,8230,7818,5985,8079,6465,1449,0592,1014,0742,2753,3751,1552,1827,3326
259605,20051210,4362,5466,7430,0989,3421,6584,3186,2233,4924,2195,7763,8349,5688,4357,2513,1029,0491,0719,8107,8313,2985,6847,3811
259705,20051211,5809,2273,6564,9821,6122,2402,6413,1945,1933,5085,9485,1505,6609,1689,5907,3163,4256,7204,5087,6002,1302,8059,5393
259805,20051213,9030,4300,0121,2803,8843,7044,1009,3811,0677,5843,6833,9580,9647,5106,9248,9368,8098,4983,8099,9293,8652,2635,6281
259905,20051214,5092,2003,6899,4694,7154,5856,0649,3468,4019,2494,3253,9285,1118,4791,4002,6412,8484,9863,7047,3281,7200,1484,8629
260005,20051217,3845,5160,5775,1485,0350,3472,6751,7219,4700,7539,2274,4127,6062,3814,9630,4534,6811,0390,5560,8563,9806,0767,9192
260105,20051218,7186,0928,0476,8701,9318,5969,9889,9771,9530,5085,5021,9550,3395,2168,0308,7790,0930,1793,7966,3994,5938,8429,4730
260205,20051221,8048,9769,0950,4029,9090,1472,6410,5137,0621,9129,8201,3318,4859,5210,0063,2165,7914,6280,5308,9370,0672,5001,5933
260305,20051224,6235,2550,8258,0904,5749,9789,3780,0405,0724,0796,4443,8868,2869,8858,2258,9713,3410,1751,3272,7170,4153,8279,8403
260405,20051225,4396,1387,3669,7098,5026,3360,0062,2716,2929,8261,9453,4416,6478,7017,4183,3795,2272,9802,4737,2800,9492,8620,8206
260505,20051227,9180,8902,5851,4017,2533,4545,1839,5142,5787,9204,7165,2188,7648,2208,8058,8963,9637,9046,1998,3682,5052,8657,7633
260605,20051228,2296,1475,7410,5518,5991,9824,8593,5060,9557,4882,9044,6072,6477,5310,5409,6630,2464,0578,0698,7820,2762,8747,4222
260705,20051231,8429,2691,5719,2465,6213,9487,9979,2356,8535,6821,4169,4060,6432,0916,0845,1884,2196,9646,5922,5971,3100,4649,4580
260806,20060101,0841,6049,7235,2529,5380,4905,1886,6022,1398,2071,7019,3985,9903,0667,2940,3926,0149,7086,9058,2535,0608,8930,3644
260906,20060103,9424,0250,8336,1863,6837,4051,8579,3465,5495,3648,3660,5495,7135,3203,7340,5633,0081,8365,2212,9894,7360,2622,5570
261006,20060104,7482,1064,3200,6308,8890,1716,7413,2201,8126,5180,2726,3133,4710,5313,3883,0616,1369,8227,7547,3846,0240,3367,7622
261106,20060107,3744,2978,5306,7607,9479,0431,9671,3258,7756,0581,4283,9871,6520,6195,1689,1178,5729,9986,9448,2649,1334,9145,2204
261206,20060108,7483,0948,2200,9937,7649,3434,5793,4853,5356,0795,5964,1032,9348,0620,9530,3467,6807,2546,2482,2162,8140,1174,3573
261306,20060111,5691,2515,3139,7793,6359,2312,2761,0676,7292,4154,0800,7340,5581,0699,9427,7793,9131,1334,1400,8088,0342,4639,0284
261406,20060114,7179,5098,8463,1936,5934,7950,9789,8489,0436,4638,0333,8609,6162,1225,2209,9512,9154,0017,4596,5127,2976,8018,2533
261506,20060115,3800,1493,6239,4391,8082,4256,9528,7659,7190,4978,8592,1638,1204,9374,6687,7448,9747,4147,5860,5022,2810,4863,7733
261606,20060118,0769,8130,3306,0258,5537,1586,6939,5594,9291,2269,5703,3751,0317,9218,1674,6624,1473,9608,0985,5654,2004,3230,5112
261706,20060121,9772,4896,3158,2525,4144,3319,4010,8663,4284,5806,1870,5155,3472,3483,9256,7432,1314,2192,1528,8296,7573,7728,7285
261806,20060122,1262,3872,8638,2832,8097,2562,5669,1513,2861,2082,5477,0726,5892,8598,2819,6045,5130,4605,3034,4725,8758,9415,1014
261906,20060125,9495,8039,3554,9081,6335,2443,3160,9911,4749,7257,0268,1668,9412,2689,2232,4984,4368,1619,7300,3004,5933,0406,5830
262006,20060128,1239,1325,6612,6820,2294,0519,0882,7171,2574,7139,9375,1242,1401,8343,2010,8118,6008,0636,8815,5120,3367,7870,2795
262106,20060129,9641,1381,8581,7374,8094,8405,4800,2908,2447,1731,9691,2784,1595,6603,4199,1858,6810,5943,2440,7161,3487,2128,4303
262206,20060131,6614,7118,7871,2532,5076,8938,2260,7910,5564,8404,6674,0648,3694,4794,9055,6649,9650,2244,5929,1482,2790,7956,5609
262306,20060201,6981,8795,5003,1834,0994,9786,3104,5988,0036,0326,8146,6995,4995,5508,7210,6544,3854,0256,9449,9170,1321,8252,8398
262406,20060204,8796,9883,3466,8321,4331,5519,9881,2114,2228,3189,0199,8953,5857,3168,2992,1160,7891,3427,6331,4597,0305,4413,1253
262506,20060205,3459,0999,7530,6029,8417,3975,0674,9952,2256,6254,4928,4553,9725,4778,1236,5943,3927,9613,2722,4975,0379,2870,7190
262606,20060207,4837,2970,7778,1905,4189,2400,0651,2209,3869,3647,3981,4488,5562,5971,3424,4315,2783,7187,2328,7143,3876,3699,0591
262706,20060208,7563,4838,1797,3769,6068,4855,8763,6443,3822,3653,1399,6732,8979,2317,1137,3174,6775,2298,6309,7315,3621,3491,6320
262806,20060211,0369,8244,8132,9767,6070,0054,2277,6642,3276,8426,0701,0971,5575,6583,5738,3314,9631,5965,3723,3032,4851,2127,1608
262906,20060212,4829,7601,8422,5543,2996,8913,5533,0804,7959,8074,9021,6173,9922,6239,5734,6154,8784,7410,8500,8022,3713,8152,8651
263006,20060215,2676,3193,0889,0356,9730,4150,2185,0489,0691,7996,1540,4295,2413,8860,7532,1394,3161,2742,2422,2612,5186,6318,3844
263106,20060218,0944,7508,0332,2327,2966,9219,6434,1446,4518,9085,7899,1218,6644,3375,3063,5312,1949,7379,9997,7262,5536,1541,6090
263206,20060219,3816,9227,8780,5363,0298,1893,5358,8673,6686,1705,5038,9133,7380,1977,0905,8291,7901,5646,1890,5427,1541,7247,8255
263306,20060221,0145,0508,5880,3337,6609,7592,2391,8601,8852,4375,1661,9832,4097,8099,9235,8200,5255,1355,7814,8627,8727,8409,6920
263406,20060222,1840,9172,9321,3402,5733,8230,2806,5519,8770,0722,2911,6190,9934,4066,1225,3658,4899,0934,4292,8942,2537,0652,4592
263506,20060225,1393,0418,1614,2932,5279,0082,5618,5735,3490,4665,2742,4564,7863,7117,2175,9091,3672,6895,8196,3786,2522,6997,6055
263606,20060226,7139,3482,0548,1333,8931,2737,2894,5877,5106,4800,4905,4827,4777,0851,3841,7130,9869,8206,0226,9196,6075,7355,2661
263706,20060301,4095,9330,4430,5463,5535,3173,2772,7388,0814,7829,8006,4556,2499,0343,2373,8996,7111,4991,1099,8144,2851,0534,5789
263806,20060304,6759,0776,7431,6342,0529,4810,7513,8689,8069,8364,9979,0574,1871,6234,9369,8726,3248,3910,7134,5545,0258,8958,7798
263906,20060305,5708,1779,2677,4665,4080,9952,9660,0129,8027,0199,1854,6457,1546,0637,6210,8696,1550,2440,1417,2657,5725,8560,0892
264006,20060308,0810,3487,0552,3089,2344,0568,2946,8075,0659,1618,8954,9755,7145,6975,4548,7411,6630,7271,5868,8492,0433,4903,4144
264106,20060311,7307,6750,1459,8356,3353,1335,6115,3931,6664,3330,4055,8083,1877,3018,5002,0675,5174,1547,6896,2900,2800,9318,1016
264206,20060312,9189,2297,2783,4843,2629,7267,1891,3225,8742,0019,5245,4064,5076,8369,3402,6529,1692,9793,3330,1353,4914,3639,2011
264306,20060315,2177,2704,8761,4414,6619,4684,2455,3783,0743,3974,3510,8040,2814,8332,9790,0153,7214,6679,6670,9554,6294,1247,9776
264406,20060318,9185,6575,9465,2002,9491,4866,6887,8557,2305,5142,5994,7896,5507,9421,5427,1757,0476,0089,0489,6077,1090,9024,1429
264506,20060319,4208,1744,5819,7972,2768,4635,3139,6039,3220,0928,3944,0156,4847,5617,6414,7201,2099,8461,0717,6613,4837,3214,1587
264606,20060321,0717,3364,8660,3526,9587,5782,9652,9257,3126,1346,9345,7783,4090,2834,2045,6638,5975,3915,9792,2280,5219,5298,8030
264706,20060322,0739,6667,1770,3558,0634,1383,6405,5577,7330,5299,5202,7805,7375,3442,9161,7169,6541,3397,2921,3149,6463,0207,1971
264806,20060325,6233,4614,6917,8688,8275,9588,7763,6271,8604,5105,0027,2898,8920,5890,7180,1527,9312,8789,2550,5820,9807,3151,6895
264906,20060326,8896,0969,4977,1540,6603,7468,2199,2996,6219,1823,4034,1206,4022,8403,2608,6192,7086,8543,1131,8885,5544,0447,8543
265006,20060329,3832,4302,0987,2727,8908,4805,9544,8274,9165,0243,8088,6442,1333,7799,2024,9638,7212,6631,8103,6884,4598,8783,7347
265106,20060401,5623,9301,3925,9740,3815,2817,0433,2310,7147,6430,9933,7470,7807,3680,0166,7999,5528,7360,8452,6238,8218,9114,2428
265206,20060402,7905,5230,7190,9439,2481,1786,9425,8816,2927,1573,2012,6146,5341,2926,8654,0118,0719,1838,4285,8421,0447,1934,2586
265306,20060404,5279,4710,6610,0427,1107,8604,0372,8105,8859,2380,9709,7732,0896,6153,4444,7537,6062,5703,6710,9475,4973,2055,4718
265406,20060405,4593,1260,9986,2942,0107,8526,5932,6076,3154,4382,8717,9116,7192,9030,3257,7841,0264,0922,8524,0748,6362,6340,1170
265506,20060408,9725,7224,7964,6013,1848,0341,9161,4944,0050,9270,9009,1882,6943,0391,9945,8551,4992,7217,2813,6069,6464,4519,4893
265606,20060409,2408,2708,5053,7119,6299,2621,5233,0068,8441,3880,2156,8815,7785,3773,9740,5131,4267,7397,6289,1462,8649,3745,0002
265706,20060412,3340,3761,0883,3507,6075,6806,1402,9530,4123,2135,2870,5889,1671,8041,5963,8183,8145,2429,2883,1328,6450,8042,5776
265806,20060415,9469,5214,8484,9879,8788,2413,6054,1971,3840,8191,5676,7822,0772,6666,8464,2780,7498,1262,9074,1755,3309,4757,2673
265906,20060416,0766,4904,8431,2499,1104,4467,4802,5632,2933,5184,4143,0143,0013,9423,6941,5150,2889,9413,7434,4851,1230,7822,4856
266006,20060418,3228,3344,1296,5588,1131,2292,7817,2782,9817,7158,7319,9215,8526,7132,1758,2157,2795,1119,9175,2777,8781,3833,6184
266106,20060419,7329,8043,7339,2295,9805,4371,9169,9754,0144,0216,2477,5537,0215,6706,8287,2641,4343,5161,0364,0828,6973,8976,0934
266206,20060422,9592,8053,5385,6959,8382,4078,4215,6903,1050,1495,4330,6846,7862,5230,7931,7488,0863,6677,3098,3083,9665,1724,5365
266306,20060423,0208,7904,8800,9120,0116,8123,6426,4509,5106,1246,3625,7204,7073,8230,2611,9937,4913,9475,5612,0943,3172,1119,4972
266406,20060426,3617,2442,3551,9480,7882,0771,0834,9660,4360,2173,2922,4038,2128,3609,0043,6715,5262,0108,4807,4336,3727,5914,8793
266506,20060429,9286,8888,9993,8044,3339,0150,3229,8591,4504,0721,2467,1379,9261,1070,3158,0973,8901,1572,4760,6292,2279,2377,5686
